sentence	label	category	augmented
The tops only have enough suction power to pick up about one 1/5th of a dropper's worth of product and it does not release it well.<br /><br />This is very disappointing.	0	Industrial_and_Scientific	False
The one I received is a comfortable,  “barely there” bandeau yet perfect for light post-surgery compression.	0	Amazon_Fashion	False
Does NOT work as described in the video in the listing!.....Coffee goes EVERYWHERE!	0	Appliances	False
A great little box that led me to getting a new morning drink.	1	Grocery_and_Gourmet_Food	False
Also thought it would stick better but it didn’t.	0	All_Beauty	False
Finally a way to keep 3 dogs where I want them	1	Baby_Products	False
The flowers are gorgeous, the more they open up the prettier they get!!!!	1	Subscription_Boxes	False
The lip balm gets 5 stars!	0	All_Beauty	False
Can’t wait for the next box 😃	1	Subscription_Boxes	False
Very hard to read the Feet.	0	Tools_and_Home_Improvement	False
It feels good overall, but the wheel portion still wobbles a bit with the force feedback.	1	Toys_and_Games	False
The scrub is effective and the product rinses well.	1	Beauty_and_Personal_Care	False
This thing is like spray-painted plastic.	0	Musical_Instruments	False
Not only did they arrive quickly, the price was right, too.	1	Automotive	False
We paid $20 for two CDs.	0	Digital_Music	False
I tried replacing the battery just in case.	0	Sports_and_Outdoors	False
It's a good size to dry your face, dry your hands, or take to the gym if you just need a small towel to mop sweat.	1	Unknown	False
If you follow the instructions, you should have no problem.	1	All_Beauty	False
He states they are super comfortable and sometimes doesn't even realize he has them in his ears.	1	Musical_Instruments	False
I would send it back, but the return shipping would cost more than it sells for.	0	Amazon_Fashion	False
I guess they ran out of all the cool Christmas type songs years ago.	0	CDs_and_Vinyl	False
It does fit the Apple phone 8 plus, perfectly.	0	Cell_Phones_and_Accessories	False
There are four attractive Christmas bibs in this package.	0	Baby_Products	False
*** Does not come with bulb so have one handy before install.	1	Tools_and_Home_Improvement	False
"They also charged a ""surprise"" shipping fee, which, we as Prime members ,don't appreciate!!"	0	Handmade_Products	False
I always look forward to a Weber story and have never been disappointed in where he leads us.	1	Kindle_Store	False
Instead of getting the key fob with a base metal “E” on a black enamel ground that I was expecting, I got a key fob with a plastic-covered PHOTOGRAPH of a drawing of a metal “E” on a black ground.	0	Amazon_Fashion	False
I was really disappointed by this app because i was led to believe that I just needed a firestick to use it.	0	Software	False
It’s just some nicely packaged pictures and junk.	0	Digital_Music	False
I use these to organize small essentials when traveling and hiking.	1	Sports_and_Outdoors	False
I cannot stand when movies are remade and they are NOTHING like the original.	0	Movies_and_TV	False
This was supposed to be my first first into resin jewelry.	0	Arts_Crafts_and_Sewing	False
There are monthly sections for art and food, the latter of which includes recipes so that you can create authentic New Mexican food right at home.	1	Magazine_Subscriptions	False
I returned it within 2 days.	0	Video_Games	False
I wish the seller would be consistent with these personalized book journals.	0	Handmade_Products	False
A little gift for my son	1	Gift_Cards	False
It's a great game,like it has so many types of Dragons.	1	Software	False
quality was OK but the fit was NOT EVEN CLOSE... there was only 1 grommit on the drivers side mat and it was in the middle of the mat!!!!	0	Unknown	False
In most subscription boxes the value of the individual items is more than the cost of the box.	1	Subscription_Boxes	False
It makes you think twice about all the technology and how it really is used!!!	1	Kindle_Store	False
A great way to give a gift to family members in physical form.	1	Gift_Cards	False
It is very closes to my coloer.	1	Beauty_and_Personal_Care	False
About half of the pages in each issue are covered with ads, with fashion, liquor, beer, and hair care items providing the bulk of the advertising revenue.	0	Magazine_Subscriptions	False
It doesn't hawve a brush to sweep up hair, lint, etc.	0	Home_and_Kitchen	False
I think I am going to spend the extra $20 to get the other model bra mentioned in other reviews!	0	Clothing_Shoes_and_Jewelry	False
i bought this box thinking it would be the melody stand by me but it is not that.	0	Handmade_Products	False
Pop into a small holiday bag, or even just wrap with a ribbon.	1	Handmade_Products	False
These earrings are more attractive in reality than in the photo.	1	Amazon_Fashion	False
Design is adorable but the fabrics for the bag itself were out of the industrial grade bin.	0	Amazon_Fashion	False
This was a perfect way for me to keep him contained while allowing him lots of room.	1	Baby_Products	False
I am an averaged sized woman.	1	Cell_Phones_and_Accessories	False
As with other reviewers, I report that the case does read &#34;made in korea&#34; inside... probably NOT LG.	0	Cell_Phones_and_Accessories	False
I guess it would be OK as a gift tag, but I bought two of these to give to delivery people.	0	Gift_Cards	False
This is a firm memory foam mattress and it puffed up completely in less than 5 minutes, had no strange odor, and was ready to go literally right out of the box.	1	Home_and_Kitchen	False
So, I threw away the bag.	0	Pet_Supplies	False
It wouldn’t make any ice from day one.	0	Appliances	False
The smell didn’t start to dissipate until a half hour after application and into my workout.	0	Beauty_and_Personal_Care	False
Just a worthless magazine with nothing to reminisce about.	0	Magazine_Subscriptions	False
I would definitely pass on this purchase!<br />UPDATE:  After some research I have discovered that is book is REALLY old and before the time of the importance of 'cooking' raw eggs.	0	Books	False
They also include a tube that you are to use while you are out and about and have eaten or had something to drink that could be potentially staining.	0	Health_and_Personal_Care	False
(just read that somewhere before I wrote this review) If I had known that ahead of time I would not have started an Allure subscription even with a discount?	0	Subscription_Boxes	False
Although it says for 6 mos old and up.	0	Baby_Products	False
The leaves on my grapevine were turning brown.	0	Patio_Lawn_and_Garden	False
You'll also find articles that explore Jewish beliefs and their relationship to food.	1	Magazine_Subscriptions	False
A bunch of them were badly printed or badly cut so that I was able to see another color irrelevant to the actual one.	0	Toys_and_Games	False
Removes makeup and dirt like magic.	1	Beauty_and_Personal_Care	False
If anyone can help me with my questions I would be most greatful.	1	Pet_Supplies	False
Was lots of fun and made people happy.	1	Toys_and_Games	False
The sleeves were way to long for me.<br /><br />I ordered a large, which was probably the best size for me.	0	Clothing_Shoes_and_Jewelry	False
LOW QUALITY,  GETS,AIR BUBBLES IN IT VERY EASILY,  DISSAPOINTING	0	Cell_Phones_and_Accessories	False
I tried to use the card to purchase something on Amazon and it didn't work  Also, if you use it somewhere else the card has to be activated before you use it!	0	Gift_Cards	False
The constant adjusting and going into my eyes was unbearable.	0	Tools_and_Home_Improvement	False
Other readings in each issue sometimes venture into informative or educational articles.	1	Magazine_Subscriptions	False
It honestly doesnt matter I just need caffeine!	1	Gift_Cards	False
i do love the show and without my glasses on purchased this by accident only cuz it was like 1.99 or whatever i didnt make a big deal out of it but honestly having amazon prime idky i should PAY to watch something on my firestick !	0	Movies_and_TV	False
I had even had 2-3 emails prior to order to make explicit of what I wanted.	0	Handmade_Products	False
Fortunately or unfortunately I cut my finger on the plastic that juts off of every piece so when I finally got around to trying them out today at least I only ruined one section of one skein of yarn.	0	Unknown	False
